EMAP ID	TS	EMAP TERM NAME	EMAPA ID	EMAPA TERM NAME
7530	TS23 	diencephalon roof plate	16909	diencephalon roof plate
7531	TS23 	thalamus	17540	thalamus
7532	TS23 	interthalamic adhesion	18546	interthalamic adhesion
7533	TS23 	thalamus mantle layer	17541	thalamus mantle layer
7534	TS23 	thalamus marginal layer	17542	thalamus marginal layer
7535	TS23 	thalamus ventricular layer	17543	thalamus ventricular layer
7536	TS23 	telencephalon	16910	telencephalon
7537	TS23 	cerebral cortex	17544	cerebral cortex
7538	TS23 	cerebral cortex mantle layer	17545	cerebral cortex mantle layer
7539	TS23 	cerebral cortex marginal layer	17546	cerebral cortex marginal layer
7540	TS23 	cerebral cortex ventricular layer	17547	cerebral cortex ventricular layer
7541	TS23 	choroid invagination	17548	choroid invagination
7542	TS23 	choroid fissure	17768	choroid fissure
7543	TS23 	lateral ventricle choroid plexus	17769	lateral ventricle choroid plexus
7544	TS23 	corpus striatum	17549	corpus striatum
7545	TS23 	caudate nucleus	18207	caudate nucleus
7546	TS23 	caudate nucleus head	18547	caudate nucleus head
7547	TS23 	caudate nucleus tail	18548	caudate nucleus tail
7548	TS23 	lentiform nucleus	18208	lentiform nucleus
7549	TS23 	lateral ventricle	16914	lateral ventricle
7550	TS23 	telencephalic part of interventricular foramen	16915	telencephalic part of interventricular foramen
7551	TS23 	anterior horn of lateral ventricle	17770	anterior horn of lateral ventricle
7552	TS23 	inferior horn of lateral ventricle	17771	inferior horn of lateral ventricle
7553	TS23 	posterior horn of lateral ventricle	17772	posterior horn of lateral ventricle
7554	TS23 	superior horn of lateral ventricle	17773	superior horn of lateral ventricle
7555	TS23 	head of lateral ventricle	18549	head of lateral ventricle
7556	TS23 	tail of lateral ventricle	18550	tail of lateral ventricle
7557	TS23 	telencephalon mantle layer	16911	telencephalon mantle layer
7558	TS23 	telencephalon marginal layer	16912	telencephalon marginal layer
7559	TS23 	telencephalon meninges	17774	telencephalon meninges
7560	TS23 	telencephalon arachnoid mater	17775	telencephalon arachnoid mater
7561	TS23 	telencephalon dura mater	17776	telencephalon dura mater
7562	TS23 	falx cerebri	18551	falx cerebri
7563	TS23 	telencephalon pia mater	17777	telencephalon pia mater
7564	TS23 	olfactory lobe	17778	olfactory lobe
7565	TS23 	olfactory cortex	17779	olfactory cortex
7566	TS23 	olfactory cortex mantle layer	17780	olfactory cortex mantle layer
7567	TS23 	olfactory cortex marginal layer	17781	olfactory cortex marginal layer
7568	TS23 	olfactory cortex ventricular layer	17782	olfactory cortex ventricular layer
7569	TS23 	telencephalon ventricular layer	16913	telencephalon ventricular layer
7570	TS23 	hindbrain	16916	hindbrain
7571	TS23 	4th ventricle	16917	4th ventricle
7572	TS23 	4th ventricle lateral recess	17257	4th ventricle lateral recess
7573	TS23 	medulla oblongata	17550	medulla oblongata
7574	TS23 	medulla oblongata floor plate	17551	medulla oblongata floor plate
7575	TS23 	medulla oblongata lateral wall	17552	medulla oblongata lateral wall
7576	TS23 	medulla oblongata alar plate	17553	medulla oblongata alar plate
7577	TS23 	medulla oblongata alar plate mantle layer	17554	medulla oblongata alar plate mantle layer
7578	TS23 	medulla oblongata alar plate marginal layer	17555	medulla oblongata alar plate marginal layer
7579	TS23 	medulla oblongata alar plate ventricular layer	17556	medulla oblongata alar plate ventricular layer
7580	TS23 	medulla oblongata basal plate	17557	medulla oblongata basal plate
7581	TS23 	medulla oblongata basal plate mantle layer	17558	medulla oblongata basal plate mantle layer
7582	TS23 	medulla oblongata basal plate marginal layer	17559	medulla oblongata basal plate marginal layer
7583	TS23 	medulla oblongata basal plate ventricular layer	17560	medulla oblongata basal plate ventricular layer
7584	TS23 	medullary raphe	18553	medullary raphe
7585	TS23 	medulla oblongata sulcus limitans	17561	medulla oblongata sulcus limitans
7586	TS23 	medulla oblongata roof	17562	medulla oblongata roof
7587	TS23 	hindbrain meninges	17783	hindbrain meninges
7588	TS23 	hindbrain arachnoid mater	17784	hindbrain arachnoid mater
7589	TS23 	hindbrain dura mater	17785	hindbrain dura mater
7590	TS23 	tentorium cerebelli	18210	tentorium cerebelli
7591	TS23 	hindbrain pia mater	17786	hindbrain pia mater
7592	TS23 	hindbrain subarachnoid space	18211	hindbrain subarachnoid space
7593	TS23 	pontine cistern	18212	pontine cistern
7594	TS23 	metencephalon	17071	metencephalon
7595	TS23 	metencephalon floor plate	17258	metencephalon floor plate
7596	TS23 	metencephalon lateral wall	17072	metencephalon lateral wall
7597	TS23 	metencephalon alar plate	17073	metencephalon alar plate
7598	TS23 	cerebellum	17787	cerebellum
7599	TS23 	cerebellum intraventricular portion	18555	cerebellum intraventricular portion
7600	TS23 	cerebellum intraventricular portion mantle layer	18556	cerebellum intraventricular portion mantle layer
7601	TS23 	cerebellum intraventricular portion marginal layer	18557	cerebellum intraventricular portion marginal layer
7602	TS23 	cerebellum intraventricular portion ventricular layer	18558	cerebellum intraventricular portion ventricular layer
7603	TS23 	rest of cerebellum	18559	rest of cerebellum
7604	TS23 	rest of cerebellum mantle layer	18560	rest of cerebellum mantle layer
7605	TS23 	rest of cerebellum marginal layer	18561	rest of cerebellum marginal layer
7606	TS23 	rest of cerebellum ventricular layer	18562	rest of cerebellum ventricular layer
7607	TS23 	metencephalon rest of alar plate	18563	metencephalon rest of alar plate
7608	TS23 	metencephalon rest of alar plate mantle layer	18564	metencephalon rest of alar plate mantle layer
7609	TS23 	metencephalon rest of alar plate marginal layer	18565	metencephalon rest of alar plate marginal layer
7610	TS23 	metencephalon rest of alar plate ventricular layer	18566	metencephalon rest of alar plate ventricular layer
7611	TS23 	metencephalon basal plate	17078	metencephalon basal plate
7612	TS23 	pons	17563	pons
7613	TS23 	pons mantle layer	17564	pons mantle layer
7614	TS23 	pons marginal layer	17565	pons marginal layer
7615	TS23 	pons ventricular layer	17566	pons ventricular layer
7616	TS23 	metencephalon sulcus limitans	17567	metencephalon sulcus limitans
7617	TS23 	metencephalon roof	17259	metencephalon roof
7618	TS23 	metencephalon 4th ventricle choroid plexus	17568	metencephalon 4th ventricle choroid plexus
7624	TS23 	midbrain	16974	midbrain
7625	TS23 	midbrain meninges	17791	midbrain meninges
7626	TS23 	midbrain arachnoid mater	17792	midbrain arachnoid mater
7627	TS23 	midbrain dura mater	17793	midbrain dura mater
7628	TS23 	midbrain pia mater	17794	midbrain pia mater
7629	TS23 	cerebral aqueduct	17795	cerebral aqueduct
7630	TS23 	midbrain floor plate	16975	midbrain floor plate
7631	TS23 	midbrain lateral wall	16976	midbrain lateral wall
7632	TS23 	midbrain mantle layer	16977	midbrain mantle layer
7633	TS23 	midbrain marginal layer	16978	midbrain marginal layer
7634	TS23 	midbrain ventricular layer	16979	midbrain ventricular layer
7635	TS23 	midbrain roof plate	16981	midbrain roof plate
7636	TS23 	tegmentum	18215	tegmentum
7637	TS23 	central nervous system ganglion	16658	central nervous system ganglion
7638	TS23 	cranial ganglion	16659	cranial ganglion
7639	TS23 	facial VII ganglion	17569	facial VII ganglion
7640	TS23 	glossopharyngeal IX ganglion	16795	glossopharyngeal IX ganglion
7641	TS23 	inferior glossopharyngeal IX ganglion	17153	inferior glossopharyngeal IX ganglion
7642	TS23 	superior glossopharyngeal IX ganglion	17154	superior glossopharyngeal IX ganglion
7643	TS23 	trigeminal V ganglion	16797	trigeminal V ganglion
7644	TS23 	vagus X ganglion	16798	vagus X ganglion
7645	TS23 	inferior vagus X ganglion	17155	inferior vagus X ganglion
7646	TS23 	superior vagus X ganglion	17156	superior vagus X ganglion
7647	TS23 	vestibulocochlear VIII ganglion	17571	vestibulocochlear VIII ganglion
7648	TS23 	vestibulocochlear VIII ganglion cochlear component	17572	vestibulocochlear VIII ganglion cochlear component
7649	TS23 	vestibulocochlear VIII ganglion vestibular component	17573	vestibulocochlear VIII ganglion vestibular component
7650	TS23 	central nervous system nerve	17263	central nervous system nerve
7651	TS23 	cranial nerve	17264	cranial nerve
7652	TS23 	abducent VI nerve	18216	abducent VI nerve
7653	TS23 	accessory XI nerve	17265	accessory XI nerve
7654	TS23 	accessory XI nerve cranial component	17266	accessory XI nerve cranial component
7655	TS23 	accessory XI nerve spinal component	17267	accessory XI nerve spinal component
7656	TS23 	facial VII nerve	17796	facial VII nerve
7657	TS23 	facial VII nerve chorda tympani branch	18217	facial VII nerve chorda tympani branch
7658	TS23 	glossopharyngeal IX nerve	17268	glossopharyngeal IX nerve
7659	TS23 	hypoglossal XII nerve	17269	hypoglossal XII nerve
7660	TS23 	oculomotor III nerve	17574	oculomotor III nerve
7661	TS23 	olfactory I nerve	17797	olfactory I nerve
7662	TS23 	optic II nerve	17575	optic II nerve
7663	TS23 	trigeminal V nerve	17576	trigeminal V nerve
7664	TS23 	trigeminal V nerve mandibular division	17798	trigeminal V nerve mandibular division
7665	TS23 	trigeminal V nerve maxillary division	17799	trigeminal V nerve maxillary division
7666	TS23 	trigeminal V nerve ophthalmic division	17800	trigeminal V nerve ophthalmic division
7667	TS23 	trochlear IV nerve	18218	trochlear IV nerve
7668	TS23 	vestibulocochlear VIII nerve	17801	vestibulocochlear VIII nerve
7669	TS23 	vestibulocochlear VIII nerve cochlear component	17802	vestibulocochlear VIII nerve cochlear component
7670	TS23 	vestibulocochlear VIII nerve vestibular component	17803	vestibulocochlear VIII nerve vestibular component
7671	TS23 	spinal cord	17577	spinal cord
7672	TS23 	conus medullaris	18219	conus medullaris
7673	TS23 	filum terminale	18220	filum terminale
7674	TS23 	spinal cord floor plate	17578	spinal cord floor plate
7675	TS23 	spinal cord lateral wall	17579	spinal cord lateral wall
7676	TS23 	spinal cord mantle layer	17580	spinal cord mantle layer
7677	TS23 	alar columns	17581	alar columns
7678	TS23 	dorsal grey horn	18574	dorsal grey horn
7679	TS23 	basal columns	17582	basal columns
7680	TS23 	ventral grey horn	18575	ventral grey horn
7681	TS23 	intermediate grey horn	18576	intermediate grey horn
7682	TS23 	spinal cord marginal layer	17583	spinal cord marginal layer
7683	TS23 	spinal cord sulcus limitans	17584	spinal cord sulcus limitans
7684	TS23 	spinal cord ventricular layer	17585	spinal cord ventricular layer
7685	TS23 	spinal cord meninges	17804	spinal cord meninges
7686	TS23 	spinal cord arachnoid mater	17805	spinal cord arachnoid mater
7687	TS23 	spinal cord dura mater	17806	spinal cord dura mater
7688	TS23 	spinal cord pia mater	17807	spinal cord pia mater
7689	TS23 	spinal cord roof plate	17586	spinal cord roof plate
7690	TS23 	peripheral nervous system	16665	peripheral nervous system
7691	TS23 	autonomic nervous system	16984	autonomic nervous system
7692	TS23 	autonomic ganglion	18221	autonomic ganglion
7693	TS23 	ciliary ganglion	18222	ciliary ganglion
7694	TS23 	paraganglion of Zuckerkandl	18223	paraganglion of Zuckerkandl
7695	TS23 	autonomic nerve plexus	18224	autonomic nerve plexus
7696	TS23 	hypogastric plexus	18225	hypogastric plexus
7697	TS23 	parasympathetic nervous system	17270	parasympathetic nervous system
7698	TS23 	parasympathetic nerve	17271	parasympathetic nerve
7699	TS23 	vagal X nerve trunk	17272	vagal X nerve trunk
7702	TS23 	right recurrent laryngeal branch	17275	right recurrent laryngeal branch
7704	TS23 	sympathetic nervous system	16985	sympathetic nervous system
7705	TS23 	sympathetic ganglion	17157	sympathetic ganglion
7706	TS23 	cervico-thoracic ganglion	18226	cervico-thoracic ganglion
7707	TS23 	cervical ganglion	18438	cervical ganglion
7708	TS23 	inferior cervical ganglion	18439	inferior cervical ganglion
7709	TS23 	middle cervical ganglion	18440	middle cervical ganglion
7710	TS23 	superior cervical ganglion	18441	superior cervical ganglion
7711	TS23 	thoracic ganglion	17158	thoracic ganglion
7712	TS23 	nerve trunk	16986	nerve trunk
7713	TS23 	spinal	16666	spinal
7714	TS23 	spinal ganglion	16667	spinal ganglion
7715	TS23 	dorsal root ganglion	16668	dorsal root ganglion
7716	TS23 	spinal nerve plexus	16987	spinal nerve plexus
7717	TS23 	brachial plexus	16988	brachial plexus
7718	TS23 	median nerve	17277	median nerve
7719	TS23 	radial nerve	17278	radial nerve
7720	TS23 	ulnar nerve	17279	ulnar nerve
7721	TS23 	lumbo-sacral plexus	17587	lumbo-sacral plexus
7722	TS23 	sciatic nerve	18577	sciatic nerve
7728	TS23 	sensory organ	16192	sensory organ
7729	TS23 	ear	16193	ear
7730	TS23 	external ear	16991	external ear
7731	TS23 	external auditory meatus	17588	external auditory meatus
7732	TS23 	future tympanic membrane	17281	future tympanic membrane
7733	TS23 	future tympanic membrane epithelium	17282	future tympanic membrane epithelium
7734	TS23 	future tympanic membrane endothelium	18578	future tympanic membrane endothelium
7735	TS23 	pinna	17589	pinna
7737	TS23 	pinna mesenchyme	17591	pinna mesenchyme
7738	TS23 	pinna surface epithelium	17592	pinna surface epithelium
7739	TS23 	inner ear	16194	inner ear
7740	TS23 	endolymphatic appendage	17283	endolymphatic appendage
7741	TS23 	endolymphatic appendage associated mesenchyme	17284	endolymphatic appendage associated mesenchyme
7742	TS23 	endolymphatic appendage epithelium	17285	endolymphatic appendage epithelium
7743	TS23 	endolymphatic duct	18580	endolymphatic duct
7744	TS23 	endolymphatic duct associated mesenchyme	18581	endolymphatic duct associated mesenchyme
7745	TS23 	endolymphatic duct epithelium	18582	endolymphatic duct epithelium
7746	TS23 	labyrinth	17815	labyrinth
7747	TS23 	labyrinth associated mesenchyme	17816	labyrinth associated mesenchyme
7748	TS23 	labyrinth epithelium	17817	labyrinth epithelium
7749	TS23 	otic capsule	17596	otic capsule
7750	TS23 	inner ear vestibular component	17286	inner ear vestibular component
7751	TS23 	ductus reuniens	17287	ductus reuniens
7752	TS23 	ductus reuniens associated mesenchyme	17288	ductus reuniens associated mesenchyme
7753	TS23 	ductus reuniens epithelium	17289	ductus reuniens epithelium
7754	TS23 	saccule	17290	saccule
7755	TS23 	saccule associated mesenchyme	17291	saccule associated mesenchyme
7756	TS23 	cochlea	17597	cochlea
7757	TS23 	cochlear duct	17598	cochlear duct
7758	TS23 	cochlear duct associated mesenchyme	17599	cochlear duct associated mesenchyme
7759	TS23 	cochlear duct epithelium	17600	cochlear duct epithelium
7760	TS23 	saccule epithelium	17292	saccule epithelium
7761	TS23 	utricle	17293	utricle
7762	TS23 	utricle associated mesenchyme	17294	utricle associated mesenchyme
7763	TS23 	crus commune	17818	crus commune
7764	TS23 	crus commune associated mesenchyme	17819	crus commune associated mesenchyme
7765	TS23 	crus commune epithelium	17820	crus commune epithelium
7766	TS23 	utricle epithelium	17295	utricle epithelium
7767	TS23 	lateral semicircular canal	17821	lateral semicircular canal
7768	TS23 	lateral semicircular canal associated mesenchyme	17822	lateral semicircular canal associated mesenchyme
7769	TS23 	lateral semicircular canal epithelium	17823	lateral semicircular canal epithelium
7770	TS23 	posterior semicircular canal	17296	posterior semicircular canal
7771	TS23 	posterior semicircular canal associated mesenchyme	17297	posterior semicircular canal associated mesenchyme
7772	TS23 	posterior semicircular canal epithelium	17298	posterior semicircular canal epithelium
7773	TS23 	superior semicircular canal	17299	superior semicircular canal
7774	TS23 	superior semicircular canal associated mesenchyme	17300	superior semicircular canal associated mesenchyme
7775	TS23 	superior semicircular canal epithelium	17301	superior semicircular canal epithelium
7776	TS23 	middle ear	17000	middle ear
7777	TS23 	middle ear associated mesenchyme	17001	middle ear associated mesenchyme
7778	TS23 	ossicle	17824	ossicle
7779	TS23 	incus	18583	incus
7780	TS23 	malleus	18584	malleus
7781	TS23 	stapes	18585	stapes
7782	TS23 	pharyngo-tympanic tube	17601	pharyngo-tympanic tube
7783	TS23 	stapedius muscle	18586	stapedius muscle
7784	TS23 	tensor tympani muscle	18587	tensor tympani muscle
7785	TS23 	tubo-tympanic recess	17002	tubo-tympanic recess
7786	TS23 	eye	16198	eye
7787	TS23 	eye anterior chamber	18231	eye anterior chamber
7788	TS23 	aqueous humour	18232	aqueous humour
7789	TS23 	choroidal blood vessels	17828	choroidal blood vessels
7790	TS23 	conjunctival sac	18233	conjunctival sac
7791	TS23 	conjunctival sac lower recess	18588	conjunctival sac lower recess
7792	TS23 	conjunctival sac upper recess	18589	conjunctival sac upper recess
7793	TS23 	cornea	17161	cornea
7794	TS23 	cornea epithelium	17162	cornea epithelium
7795	TS23 	cornea stroma	17602	cornea stroma
7796	TS23 	eye skeletal muscle	17844	eye skeletal muscle
7797	TS23 	extrinsic ocular muscle	18234	extrinsic ocular muscle
7798	TS23 	optic stalk	16678	optic stalk
7799	TS23 	optic nerve	17846	optic nerve
7800	TS23 	eyelid	17829	eyelid
7801	TS23 	inner canthus	17830	inner canthus
7802	TS23 	lower eyelid	17831	lower eyelid
7803	TS23 	lower eyelid epithelium	17832	lower eyelid epithelium
7804	TS23 	lower eyelid mesenchyme	17833	lower eyelid mesenchyme
7805	TS23 	upper eyelid	17834	upper eyelid
7806	TS23 	upper eyelid epithelium	17835	upper eyelid epithelium
7807	TS23 	upper eyelid mesenchyme	17836	upper eyelid mesenchyme
7808	TS23 	hyaloid cavity	17302	hyaloid cavity
7809	TS23 	hyaloid vascular plexus	17303	hyaloid vascular plexus
7810	TS23 	tunica vasculosa lentis	18235	tunica vasculosa lentis
7811	TS23 	vasa hyaloidea propria	18236	vasa hyaloidea propria
7812	TS23 	vitreous humour	17837	vitreous humour
7813	TS23 	lens	17838	lens
7814	TS23 	lens anterior epithelium	17839	lens anterior epithelium
7815	TS23 	lens capsule	18237	lens capsule
7816	TS23 	lens equatorial epithelium	17840	lens equatorial epithelium
7817	TS23 	lens fibre	17841	lens fibre
7818	TS23 	anterior lens fibre	17842	anterior lens fibre
7819	TS23 	posterior lens fibre	17843	posterior lens fibre
7820	TS23 	optic chiasma	17603	optic chiasma
7821	TS23 	perioptic mesenchyme	17167	perioptic mesenchyme
7822	TS23 	retina	17168	retina
7823	TS23 	neural retina	18590	neural retina
7824	TS23 	neural retina nerve fibre layer	18591	neural retina nerve fibre layer
7825	TS23 	neural retina nuclear layer	18592	neural retina nuclear layer
7826	TS23 	optic disc	18238	optic disc
7827	TS23 	pigmented retinal epithelium	17172	pigmented retinal epithelium
7828	TS23 	nose	16542	nose
7829	TS23 	nasal meatus	18593	nasal meatus
7830	TS23 	naris	17847	naris
7831	TS23 	anterior naris	18594	anterior naris
7832	TS23 	anterior naris epithelium	18595	anterior naris epithelium
7833	TS23 	external naris	17848	external naris
7834	TS23 	external naris epithelium	18596	external naris epithelium
7835	TS23 	posterior naris	17849	posterior naris
7836	TS23 	posterior naris epithelium	17850	posterior naris epithelium
7837	TS23 	primary choana	17851	primary choana
7838	TS23 	nasal capsule	17852	nasal capsule
7839	TS23 	nasal cavity	17604	nasal cavity
7840	TS23 	nasal cavity epithelium	17605	nasal cavity epithelium
7841	TS23 	nasal cavity olfactory epithelium	17606	nasal cavity olfactory epithelium
7842	TS23 	nasal cavity respiratory epithelium	17607	nasal cavity respiratory epithelium
7843	TS23 	nasal septum	17608	nasal septum
7844	TS23 	nasal septum epithelium	18442	nasal septum epithelium
7845	TS23 	nasal septum mesenchyme	18443	nasal septum mesenchyme
7846	TS23 	naso-lacrimal duct	17853	naso-lacrimal duct
7848	TS23 	vomeronasal organ	17612	vomeronasal organ
7849	TS23 	vomeronasal organ epithelium	18444	vomeronasal organ epithelium
7850	TS23 	vomeronasal organ mesenchyme	18445	vomeronasal organ mesenchyme
7851	TS23 	cardiovascular system	16104	cardiovascular system
7852	TS23 	arterial system	16201	arterial system
7853	TS23 	communicating artery	18598	communicating artery
7854	TS23 	anterior communicating artery	18599	anterior communicating artery
7855	TS23 	posterior communicating artery	18600	posterior communicating artery
7856	TS23 	aorta	18601	aorta
7857	TS23 	arch of aorta	18602	arch of aorta
7858	TS23 	thoracic aorta	18603	thoracic aorta
7859	TS23 	ascending thoracic aorta	18604	ascending thoracic aorta
7860	TS23 	descending thoracic aorta	18605	descending thoracic aorta
7861	TS23 	dorsal aorta	18606	dorsal aorta
7862	TS23 	abdominal aorta	18607	abdominal aorta
7863	TS23 	basilar artery	17307	basilar artery
7864	TS23 	bronchial artery	18608	bronchial artery
7865	TS23 	carotid artery	18609	carotid artery
7866	TS23 	common carotid artery	18610	common carotid artery
7867	TS23 	external carotid artery	18611	external carotid artery
7868	TS23 	internal carotid artery	18612	internal carotid artery
7869	TS23 	cerebral artery	18613	cerebral artery
7870	TS23 	anterior cerebral artery	18614	anterior cerebral artery
7871	TS23 	middle cerebral artery	18615	middle cerebral artery
7872	TS23 	posterior cerebral artery	18616	posterior cerebral artery
7873	TS23 	hepatic artery	17859	hepatic artery
7874	TS23 	hyoid artery	17308	hyoid artery
7875	TS23 	iliac artery	17309	iliac artery
7876	TS23 	common iliac artery	17310	common iliac artery
7877	TS23 	external iliac artery	17614	external iliac artery
7878	TS23 	internal iliac artery	17860	internal iliac artery
7879	TS23 	innominate artery	17615	innominate artery
7880	TS23 	internal thoracic artery	18617	internal thoracic artery
7881	TS23 	intersegmental artery	17616	intersegmental artery
7882	TS23 	maxillary artery	17311	maxillary artery
7883	TS23 	mesenteric artery	17312	mesenteric artery
7884	TS23 	inferior mesenteric artery	18618	inferior mesenteric artery
7885	TS23 	superior mesenteric artery	18619	superior mesenteric artery
7886	TS23 	ophthalmic artery	17007	ophthalmic artery
7887	TS23 	ovarian artery	18620	ovarian artery
7888	TS23 	principal artery to forelimb	16811	principal artery to forelimb
7889	TS23 	principal artery to hindlimb	16812	principal artery to hindlimb
7890	TS23 	pulmonary artery	17008	pulmonary artery
7891	TS23 	pulmonary trunk	18240	pulmonary trunk
7892	TS23 	renal artery	17862	renal artery
7893	TS23 	spinal artery	18241	spinal artery
7894	TS23 	anterior spinal artery	18242	anterior spinal artery
7895	TS23 	posterior spinal artery	18243	posterior spinal artery
7896	TS23 	stapedial artery	17313	stapedial artery
7897	TS23 	subclavian artery	17617	subclavian artery
7898	TS23 	testicular artery	18621	testicular artery
7899	TS23 	thyroid artery	18622	thyroid artery
7900	TS23 	inferior thyroid artery	18623	inferior thyroid artery
7901	TS23 	superior thyroid artery	18624	superior thyroid artery
7902	TS23 	umbilical artery embryonic part	16331	umbilical artery embryonic part
7903	TS23 	left umbilical artery	16544	left umbilical artery
7904	TS23 	right umbilical artery	16545	right umbilical artery
7905	TS23 	vertebral artery	17314	vertebral artery
7906	TS23 	blood	16332	blood
7907	TS23 	heart	16105	heart
7908	TS23 	aortic sinus	18625	aortic sinus
7909	TS23 	atrio-ventricular canal	16546	atrio-ventricular canal
7910	TS23 	atrio-ventricular cushion tissue	17618	atrio-ventricular cushion tissue
7911	TS23 	atrium	16688	atrium
7912	TS23 	interatrial septum	17011	interatrial septum
7913	TS23 	foramen ovale	18244	foramen ovale
7914	TS23 	septum primum	17013	septum primum
7915	TS23 	foramen secundum	17863	foramen secundum
7916	TS23 	septum secundum	17864	septum secundum
7917	TS23 	left atrium	17315	left atrium
7918	TS23 	left atrium auricular region	17316	left atrium auricular region
7919	TS23 	left atrium auricular region endocardial lining	17317	left atrium auricular region endocardial lining
7920	TS23 	left atrium auricular region cardiac muscle	17318	left atrium auricular region cardiac muscle
7921	TS23 	left atrium endocardial lining	17319	left atrium endocardial lining
7922	TS23 	left atrium cardiac muscle	17320	left atrium cardiac muscle
7923	TS23 	right atrium	17321	right atrium
7924	TS23 	right atrium auricular region	17322	right atrium auricular region
7925	TS23 	right atrium auricular region endocardial lining	17323	right atrium auricular region endocardial lining
7926	TS23 	right atrium auricular region cardiac muscle	17324	right atrium auricular region cardiac muscle
7927	TS23 	right atrium endocardial lining	17325	right atrium endocardial lining
7928	TS23 	right atrium cardiac muscle	17326	right atrium cardiac muscle
7929	TS23 	right atrium valve	17327	right atrium valve
7930	TS23 	right atrium venous valve	17328	right atrium venous valve
7931	TS23 	bulbar cushion	18245	bulbar cushion
7932	TS23 	endocardial cushion tissue	16696	endocardial cushion tissue
7933	TS23 	endocardial tissue	17868	endocardial tissue
7934	TS23 	heart mesentery	16212	heart mesentery
7935	TS23 	dorsal mesocardium	16213	dorsal mesocardium
7936	TS23 	transverse pericardial sinus	16214	transverse pericardial sinus
7937	TS23 	ductus arteriosus	17858	ductus arteriosus
7938	TS23 	trabeculae carneae	18626	trabeculae carneae
7939	TS23 	heart valve	17869	heart valve
7940	TS23 	aortic valve	17870	aortic valve
7941	TS23 	aortic valve leaflets	18627	aortic valve leaflets
7942	TS23 	mitral valve	17871	mitral valve
7943	TS23 	mitral valve leaflets	18628	mitral valve leaflets
7944	TS23 	pulmonary valve	17872	pulmonary valve
7945	TS23 	pulmonary valve leaflets	18629	pulmonary valve leaflets
7946	TS23 	tricuspid valve	17873	tricuspid valve
7947	TS23 	tricuspid valve leaflets	18630	tricuspid valve leaflets
7948	TS23 	heart ventricle	17331	heart ventricle
7949	TS23 	interventricular groove	17336	interventricular groove
7950	TS23 	interventricular septum	17333	interventricular septum
7951	TS23 	interventricular septum endocardial lining	17334	interventricular septum endocardial lining
7952	TS23 	interventricular septum membranous part	18246	interventricular septum membranous part
7953	TS23 	interventricular septum muscular part	18247	interventricular septum muscular part
7954	TS23 	left ventricle	17337	left ventricle
7955	TS23 	left ventricle endocardial lining	17338	left ventricle endocardial lining
7956	TS23 	left ventricle cardiac muscle	17339	left ventricle cardiac muscle
7957	TS23 	right ventricle	17340	right ventricle
7958	TS23 	right ventricle endocardial lining	17341	right ventricle endocardial lining
7959	TS23 	right ventricle cardiac muscle	17342	right ventricle cardiac muscle
7960	TS23 	lymphatic system	18248	lymphatic system
7961	TS23 	jugular lymph sac	18249	jugular lymph sac
7962	TS23 	venous system	16240	venous system
7963	TS23 	brain venous system	18631	brain venous system
7964	TS23 	hindbrain venous system	18632	hindbrain venous system
7965	TS23 	hindbrain venous sinus	18633	hindbrain venous sinus
7966	TS23 	hindbrain venous dural sinus	18634	hindbrain venous dural sinus
7967	TS23 	inferior sagittal sinus	18635	inferior sagittal sinus
7968	TS23 	superior sagittal sinus	18636	superior sagittal sinus
7969	TS23 	transverse sinus	18637	transverse sinus
7970	TS23 	azygos vein	18250	azygos vein
7971	TS23 	common iliac vein	17874	common iliac vein
7972	TS23 	ductus venosus	17343	ductus venosus
7973	TS23 	femoral vein	17876	femoral vein
7974	TS23 	hepatico-cardiac vein	18252	hepatico-cardiac vein
7975	TS23 	left hepatico-cardiac vein	18253	left hepatico-cardiac vein
7976	TS23 	right hepatico-cardiac vein	18254	right hepatico-cardiac vein
7977	TS23 	hemiazygos vein	18251	hemiazygos vein
7978	TS23 	vena cava	18415	vena cava
7979	TS23 	inferior vena cava	18416	inferior vena cava
7980	TS23 	inferior vena cava post-hepatic part	18420	inferior vena cava post-hepatic part
7981	TS23 	inferior vena cava pre-hepatic part	18422	inferior vena cava pre-hepatic part
7982	TS23 	superior vena cava	18417	superior vena cava
7983	TS23 	left superior vena cava	18418	left superior vena cava
7984	TS23 	right superior vena cava	18419	right superior vena cava
7985	TS23 	jugular vein	18638	jugular vein
7986	TS23 	external jugular vein	18639	external jugular vein
7987	TS23 	internal jugular vein	18640	internal jugular vein
7988	TS23 	internal thoracic vein	18641	internal thoracic vein
7989	TS23 	mesenteric vein	17348	mesenteric vein
7990	TS23 	inferior mesenteric vein	18642	inferior mesenteric vein
7991	TS23 	superior mesenteric vein	18643	superior mesenteric vein
7992	TS23 	ovarian vein	18644	ovarian vein
7993	TS23 	portal vein	17349	portal vein
7994	TS23 	principal vein of forelimb	17018	principal vein of forelimb
7995	TS23 	principal vein of hindlimb	17019	principal vein of hindlimb
7996	TS23 	pulmonary vein	18645	pulmonary vein
7997	TS23 	spinal vein	18255	spinal vein
7998	TS23 	subclavian vein	17621	subclavian vein
7999	TS23 	superior vesical vein	18646	superior vesical vein
8000	TS23 	testicular vein	18647	testicular vein
8001	TS23 	thyroid vein	18648	thyroid vein
8002	TS23 	umbilical vein embryonic part	16243	umbilical vein embryonic part
