EMAP ID	TS	EMAP TERM NAME	EMAPA ID	EMAPA TERM NAME
1	TS01 	first polar body	16032	first polar body
2	TS01 	one-cell stage embryo	16033	one-cell stage embryo
3	TS01 	second polar body	16034	second polar body
4	TS01 	zona pellucida	16035	zona pellucida
5	TS02 	second polar body	16034	second polar body
6	TS02 	two-cell stage embryo	16036	two-cell stage embryo
7	TS02 	zona pellucida	16035	zona pellucida
8	TS03 	4-8 cell stage embryo	16037	4-8 cell stage embryo
9	TS03 	compacted morula	16040	compacted morula
10	TS03 	second polar body	16034	second polar body
11	TS03 	zona pellucida	16035	zona pellucida
12	TS04 	embryo	16039	embryo
13	TS04 	compacted morula	16040	compacted morula
14	TS04 	inner cell mass	16041	inner cell mass
15	TS04 	extraembryonic component	16042	extraembryonic component
16	TS04 	extraembryonic cavities and their linings	16043	extraembryonic cavities and their linings
17	TS04 	blastocoelic cavity	16044	blastocoelic cavity
18	TS04 	second polar body	16045	second polar body
19	TS04 	trophectoderm	16046	trophectoderm
20	TS04 	mural trophectoderm	16047	mural trophectoderm
21	TS04 	polar trophectoderm	16048	polar trophectoderm
22	TS04 	zona pellucida	16049	zona pellucida
23	TS05 	embryo	16039	embryo
24	TS05 	inner cell mass	16041	inner cell mass
25	TS05 	extraembryonic component	16042	extraembryonic component
26	TS05 	extraembryonic cavities and their linings	16043	extraembryonic cavities and their linings
27	TS05 	blastocoelic cavity	16044	blastocoelic cavity
28	TS05 	trophectoderm	16046	trophectoderm
29	TS05 	mural trophectoderm	16047	mural trophectoderm
30	TS05 	polar trophectoderm	16048	polar trophectoderm
31	TS06 	embryo	16039	embryo
32	TS06 	epiblast	16050	epiblast
33	TS06 	primitive endoderm	16051	primitive endoderm
34	TS06 	extraembryonic component	16042	extraembryonic component
35	TS06 	extraembryonic cavities and their linings	16043	extraembryonic cavities and their linings
36	TS06 	blastocoelic cavity	16044	blastocoelic cavity
37	TS06 	extraembryonic endoderm	16052	extraembryonic endoderm
38	TS06 	parietal endoderm	16053	parietal endoderm
39	TS06 	trophectoderm	16046	trophectoderm
40	TS06 	mural trophectoderm	16047	mural trophectoderm
41	TS06 	polar trophectoderm	16048	polar trophectoderm
42	TS07 	embryo	16039	embryo
43	TS07 	epiblast	16050	epiblast
44	TS07 	primitive endoderm	16051	primitive endoderm
45	TS07 	extraembryonic component	16042	extraembryonic component
46	TS07 	extraembryonic component cavities	16054	extraembryonic component cavities
47	TS07 	yolk sac cavity	16055	yolk sac cavity
48	TS07 	extraembryonic endoderm	16052	extraembryonic endoderm
49	TS07 	intermediate endoderm	16056	intermediate endoderm
50	TS07 	parietal endoderm	16053	parietal endoderm
51	TS07 	Reichert's membrane	16057	Reichert's membrane
52	TS07 	visceral endoderm	16058	visceral endoderm
53	TS07 	trophectoderm	16046	trophectoderm
54	TS07 	mural trophectoderm	16047	mural trophectoderm
55	TS07 	polar trophectoderm	16048	polar trophectoderm
56	TS07 	ectoplacental cone	16059	ectoplacental cone
57	TS08 	embryo	16039	embryo
58	TS08 	cavities and their linings	16060	cavities and their linings
59	TS08 	embryonic component of the proamniotic cavity	16061	embryonic component of the proamniotic cavity
60	TS08 	endoderm	16062	endoderm
61	TS08 	primitive endoderm	16063	primitive endoderm
62	TS08 	epiblast	16050	epiblast
63	TS08 	extraembryonic component	16042	extraembryonic component
64	TS08 	extraembryonic component cavities	16054	extraembryonic component cavities
65	TS08 	proamniotic cavity extraembryonic part	16064	proamniotic cavity extraembryonic part
66	TS08 	yolk sac cavity	16055	yolk sac cavity
67	TS08 	extraembryonic ectoderm	16065	extraembryonic ectoderm
68	TS08 	extraembryonic endoderm	16052	extraembryonic endoderm
69	TS08 	intermediate endoderm	16056	intermediate endoderm
70	TS08 	parietal endoderm	16053	parietal endoderm
71	TS08 	Reichert's membrane	16057	Reichert's membrane
72	TS08 	visceral endoderm	16058	visceral endoderm
73	TS08 	trophectoderm	16046	trophectoderm
74	TS08 	mural trophectoderm	16047	mural trophectoderm
75	TS08 	primary trophoblast giant cells	16066	primary trophoblast giant cells
76	TS08 	polar trophectoderm	16048	polar trophectoderm
77	TS08 	ectoplacental cone	16059	ectoplacental cone
78	TS08 	cytotrophoblast	16067	cytotrophoblast
79	TS08 	syncytiotrophoblast	16068	syncytiotrophoblast
80	TS09 	embryo	16039	embryo
81	TS09 	cavities and their linings	16060	cavities and their linings
82	TS09 	embryonic component of the proamniotic cavity	16061	embryonic component of the proamniotic cavity
83	TS09 	ectoderm	16069	ectoderm
84	TS09 	endoderm	16062	endoderm
85	TS09 	definitive endoderm	16070	definitive endoderm
86	TS09 	primitive endoderm	16063	primitive endoderm
87	TS09 	mesoderm	16071	mesoderm
88	TS09 	primitive streak	16072	primitive streak
89	TS09 	extraembryonic component	16042	extraembryonic component
90	TS09 	extraembryonic component cavities	16054	extraembryonic component cavities
91	TS09 	proamniotic cavity extraembryonic part	16064	proamniotic cavity extraembryonic part
92	TS09 	yolk sac cavity	16055	yolk sac cavity
93	TS09 	extraembryonic ectoderm	16065	extraembryonic ectoderm
94	TS09 	extraembryonic endoderm	16052	extraembryonic endoderm
95	TS09 	intermediate endoderm	16056	intermediate endoderm
96	TS09 	parietal endoderm	16053	parietal endoderm
97	TS09 	Reichert's membrane	16057	Reichert's membrane
98	TS09 	visceral endoderm	16058	visceral endoderm
99	TS09 	trophectoderm	16046	trophectoderm
100	TS09 	mural trophectoderm	16047	mural trophectoderm
101	TS09 	primary trophoblast giant cells	16066	primary trophoblast giant cells
102	TS09 	polar trophectoderm	16048	polar trophectoderm
103	TS09 	ectoplacental cone	16059	ectoplacental cone
104	TS09 	cytotrophoblast	16067	cytotrophoblast
105	TS09 	syncytiotrophoblast	16068	syncytiotrophoblast
106	TS10 	embryo	16039	embryo
107	TS10 	cavities and their linings	16060	cavities and their linings
108	TS10 	embryonic component of the proamniotic cavity	16061	embryonic component of the proamniotic cavity
109	TS10 	ectoderm	16069	ectoderm
110	TS10 	neural ectoderm	16073	neural ectoderm
111	TS10 	non-neural ectoderm	16074	non-neural ectoderm
112	TS10 	endoderm	16062	endoderm
113	TS10 	definitive endoderm	16070	definitive endoderm
114	TS10 	primitive endoderm	16063	primitive endoderm
115	TS10 	mesoderm	16071	mesoderm
116	TS10 	primitive streak	16072	primitive streak
117	TS10 	node	16075	node
118	TS10 	extraembryonic component	16042	extraembryonic component
119	TS10 	amniotic fold	16076	amniotic fold
120	TS10 	amniotic fold ectoderm	16077	amniotic fold ectoderm
121	TS10 	amniotic fold mesoderm	16078	amniotic fold mesoderm
122	TS10 	extraembryonic component cavities	16054	extraembryonic component cavities
123	TS10 	amniotic cavity	16079	amniotic cavity
124	TS10 	ectoplacental cavity	16080	ectoplacental cavity
125	TS10 	exocoelomic cavity	16081	exocoelomic cavity
126	TS10 	proamniotic cavity extraembryonic part	16064	proamniotic cavity extraembryonic part
127	TS10 	cavity within amniotic fold	16082	cavity within amniotic fold
128	TS10 	yolk sac cavity	16055	yolk sac cavity
129	TS10 	extraembryonic ectoderm	16065	extraembryonic ectoderm
130	TS10 	extraembryonic endoderm	16052	extraembryonic endoderm
131	TS10 	intermediate endoderm	16056	intermediate endoderm
132	TS10 	parietal endoderm	16053	parietal endoderm
133	TS10 	Reichert's membrane	16057	Reichert's membrane
134	TS10 	visceral endoderm	16058	visceral endoderm
137	TS10 	trophectoderm	16046	trophectoderm
138	TS10 	mural trophectoderm	16047	mural trophectoderm
139	TS10 	primary trophoblast giant cells	16066	primary trophoblast giant cells
140	TS10 	polar trophectoderm	16048	polar trophectoderm
141	TS10 	ectoplacental cone	16059	ectoplacental cone
142	TS10 	cytotrophoblast	16067	cytotrophoblast
143	TS10 	syncytiotrophoblast	16068	syncytiotrophoblast
144	TS10 	yolk sac	16085	yolk sac
145	TS10 	yolk sac endoderm	16086	yolk sac endoderm
146	TS10 	yolk sac mesoderm	16087	yolk sac mesoderm
147	TS11 	embryo	16039	embryo
148	TS11 	cavities and their linings	16060	cavities and their linings
149	TS11 	intraembryonic coelom	16088	intraembryonic coelom
150	TS11 	ectoderm	16069	ectoderm
151	TS11 	neural ectoderm	16073	neural ectoderm
152	TS11 	future brain	16089	future brain
153	TS11 	future brain neural fold	16090	future brain neural fold
154	TS11 	future brain neural crest	16091	future brain neural crest
155	TS11 	future spinal cord	16092	future spinal cord
156	TS11 	future spinal cord neural fold	16093	future spinal cord neural fold
157	TS11 	future spinal cord neural crest	16094	future spinal cord neural crest
158	TS11 	neural plate	16095	neural plate
159	TS11 	surface ectoderm	16096	surface ectoderm
160	TS11 	endoderm	16062	endoderm
161	TS11 	definitive endoderm	16070	definitive endoderm
162	TS11 	primitive endoderm	16063	primitive endoderm
163	TS11 	mesenchyme	16097	mesenchyme
164	TS11 	head mesenchyme	16098	head mesenchyme
165	TS11 	mesenchyme derived from head mesoderm	16099	mesenchyme derived from head mesoderm
166	TS11 	head mesenchyme derived from neural crest	16100	head mesenchyme derived from neural crest
167	TS11 	mesoderm	16071	mesoderm
168	TS11 	notochordal plate	16101	notochordal plate
169	TS11 	notochordal process	16102	notochordal process
170	TS11 	organ system	16103	organ system
171	TS11 	cardiovascular system	16104	cardiovascular system
172	TS11 	heart	16105	heart
173	TS11 	cardiogenic plate	16106	cardiogenic plate
174	TS11 	primitive streak	16072	primitive streak
175	TS11 	node	16075	node
176	TS11 	extraembryonic component	16042	extraembryonic component
177	TS11 	allantois	16107	allantois
178	TS11 	allantois mesoderm	16108	allantois mesoderm
179	TS11 	amnion	16109	amnion
180	TS11 	amnion ectoderm	16110	amnion ectoderm
181	TS11 	amnion mesoderm	16111	amnion mesoderm
182	TS11 	extraembryonic component cavities	16054	extraembryonic component cavities
183	TS11 	amniotic cavity	16079	amniotic cavity
184	TS11 	ectoplacental cavity	16080	ectoplacental cavity
185	TS11 	exocoelomic cavity	16081	exocoelomic cavity
186	TS11 	yolk sac cavity	16055	yolk sac cavity
187	TS11 	chorion	16112	chorion
188	TS11 	chorion ectoderm	16113	chorion ectoderm
189	TS11 	chorion mesoderm	16114	chorion mesoderm
190	TS11 	extraembryonic endoderm	16052	extraembryonic endoderm
191	TS11 	intermediate endoderm	16056	intermediate endoderm
192	TS11 	parietal endoderm	16053	parietal endoderm
193	TS11 	Reichert's membrane	16057	Reichert's membrane
194	TS11 	visceral endoderm	16058	visceral endoderm
195	TS11 	trophectoderm	16046	trophectoderm
196	TS11 	mural trophectoderm	16047	mural trophectoderm
197	TS11 	primary trophoblast giant cells	16066	primary trophoblast giant cells
198	TS11 	polar trophectoderm	16048	polar trophectoderm
199	TS11 	ectoplacental cone	16059	ectoplacental cone
200	TS11 	cytotrophoblast	16067	cytotrophoblast
201	TS11 	syncytiotrophoblast	16068	syncytiotrophoblast
202	TS11 	yolk sac	16085	yolk sac
203	TS11 	yolk sac endoderm	16086	yolk sac endoderm
204	TS11 	yolk sac mesoderm	16087	yolk sac mesoderm
205	TS11 	blood island	16115	blood island
206	TS11 	primordial germ cells	16116	primordial germ cells
207	TS12 	embryo	16039	embryo
208	TS12 	branchial arch	16117	branchial arch
209	TS12 	1st branchial arch	16118	1st branchial arch
210	TS12 	1st branchial groove	16119	1st branchial groove
211	TS12 	1st branchial groove ectoderm	16120	1st branchial groove ectoderm
212	TS12 	1st branchial membrane	16121	1st branchial membrane
213	TS12 	1st branchial membrane ectoderm	16122	1st branchial membrane ectoderm
214	TS12 	1st branchial membrane endoderm	16123	1st branchial membrane endoderm
215	TS12 	1st branchial pouch	16124	1st branchial pouch
216	TS12 	1st branchial pouch endoderm	16125	1st branchial pouch endoderm
217	TS12 	1st branchial arch ectoderm	16126	1st branchial arch ectoderm
218	TS12 	1st branchial arch endoderm	16127	1st branchial arch endoderm
219	TS12 	1st branchial arch mesenchyme	16128	1st branchial arch mesenchyme
220	TS12 	1st branchial arch mesenchyme derived from neural crest	16129	1st branchial arch mesenchyme derived from neural crest
221	TS12 	1st branchial arch mesenchyme derived from head mesoderm	16130	1st branchial arch mesenchyme derived from head mesoderm
222	TS12 	cavities and their linings	16060	cavities and their linings
223	TS12 	intraembryonic coelom	16088	intraembryonic coelom
224	TS12 	intraembryonic coelom pericardial component	16131	intraembryonic coelom pericardial component
225	TS12 	pericardial component cavity	16132	pericardial component cavity
226	TS12 	pericardial component mesothelium	16133	pericardial component mesothelium
227	TS12 	intraembryonic coelom pericardio-peritoneal component	16134	intraembryonic coelom pericardio-peritoneal component
228	TS12 	pericardio-peritoneal component cavity	16135	pericardio-peritoneal component cavity
229	TS12 	pericardio-peritoneal component mesothelium	16136	pericardio-peritoneal component mesothelium
230	TS12 	intraembryonic coelom peritoneal component	16137	intraembryonic coelom peritoneal component
231	TS12 	peritoneal component cavity	16138	peritoneal component cavity
232	TS12 	peritoneal component mesothelium	16139	peritoneal component mesothelium
233	TS12 	ectoderm	16069	ectoderm
234	TS12 	neural ectoderm	16073	neural ectoderm
235	TS12 	future brain	16089	future brain
236	TS12 	future midbrain	16140	future midbrain
237	TS12 	future midbrain floor plate	16141	future midbrain floor plate
238	TS12 	future midbrain neural fold	16142	future midbrain neural fold
239	TS12 	future midbrain neural crest	16143	future midbrain neural crest
240	TS12 	future prosencephalon	16144	future prosencephalon
241	TS12 	future prosencephalon floor plate	16145	future prosencephalon floor plate
242	TS12 	future prosencephalon neural fold	16146	future prosencephalon neural fold
243	TS12 	future prosencephalon neural crest	16147	future prosencephalon neural crest
244	TS12 	future rhombencephalon	16148	future rhombencephalon
245	TS12 	anterior pro-rhombomere	16149	anterior pro-rhombomere
246	TS12 	anterior pro-rhombomere floor plate	16150	anterior pro-rhombomere floor plate
247	TS12 	anterior pro-rhombomere neural fold	16151	anterior pro-rhombomere neural fold
248	TS12 	anterior pro-rhombomere neural crest	16152	anterior pro-rhombomere neural crest
249	TS12 	early hindbrain neural ectoderm	16153	early hindbrain neural ectoderm
250	TS12 	early hindbrain floor plate	16154	early hindbrain floor plate
251	TS12 	early hindbrain neural fold	16155	early hindbrain neural fold
252	TS12 	early hindbrain neural crest	16156	early hindbrain neural crest
253	TS12 	posterior pro-rhombomere	16157	posterior pro-rhombomere
254	TS12 	posterior pro-rhombomere floor plate	16158	posterior pro-rhombomere floor plate
255	TS12 	posterior pro-rhombomere neural fold	16159	posterior pro-rhombomere neural fold
256	TS12 	posterior pro-rhombomere neural crest	16160	posterior pro-rhombomere neural crest
257	TS12 	pre-otic sulcus	16161	pre-otic sulcus
258	TS12 	future spinal cord	16092	future spinal cord
259	TS12 	neural plate	16095	neural plate
260	TS12 	future spinal cord neural fold	16162	future spinal cord neural fold
261	TS12 	future spinal cord neural crest	16163	future spinal cord neural crest
262	TS12 	neural tube	16164	neural tube
263	TS12 	future spinal cord floor plate	16165	future spinal cord floor plate
264	TS12 	future spinal cord lateral wall	16166	future spinal cord lateral wall
265	TS12 	future spinal cord neural lumen	16167	future spinal cord neural lumen
266	TS12 	future spinal cord roof plate	16168	future spinal cord roof plate
267	TS12 	surface ectoderm	16096	surface ectoderm
268	TS12 	endoderm	16062	endoderm
269	TS12 	primitive endoderm	16063	primitive endoderm
270	TS12 	mesenchyme	16097	mesenchyme
271	TS12 	head mesenchyme	16098	head mesenchyme
272	TS12 	mesenchyme derived from head mesoderm	16099	mesenchyme derived from head mesoderm
273	TS12 	head mesenchyme derived from neural crest	16169	head mesenchyme derived from neural crest
274	TS12 	trigeminal neural crest	16170	trigeminal neural crest
275	TS12 	head paraxial mesenchyme	16171	head paraxial mesenchyme
276	TS12 	head somite group	16172	head somite group
277	TS12 	somite 01	16173	somite 01
278	TS12 	somite 02	16174	somite 02
279	TS12 	somite 03	16175	somite 03
280	TS12 	somite 04	16176	somite 04
281	TS12 	trunk mesenchyme	16177	trunk mesenchyme
282	TS12 	intermediate mesoderm	16178	intermediate mesoderm
283	TS12 	lateral plate mesenchyme	16179	lateral plate mesenchyme
284	TS12 	somatopleure	16180	somatopleure
285	TS12 	splanchnopleure	16181	splanchnopleure
287	TS12 	trunk paraxial mesenchyme	16183	trunk paraxial mesenchyme
288	TS12 	trunk somite group	16184	trunk somite group
289	TS12 	somite 05	16185	somite 05
290	TS12 	somite 06	16186	somite 06
291	TS12 	somite 07	16187	somite 07
292	TS12 	somite 08	16188	somite 08
293	TS12 	unsegmented mesenchyme	16189	unsegmented mesenchyme
294	TS12 	primordial germ cells	16190	primordial germ cells
295	TS12 	notochord	16191	notochord
296	TS12 	notochordal plate	16101	notochordal plate
297	TS12 	organ system	16103	organ system
298	TS12 	sensory organ	16192	sensory organ
299	TS12 	ear	16193	ear
300	TS12 	inner ear	16194	inner ear
301	TS12 	otic placode	16195	otic placode
302	TS12 	otic placode associated mesenchyme	16196	otic placode associated mesenchyme
303	TS12 	otic placode epithelium	16197	otic placode epithelium
304	TS12 	eye	16198	eye
305	TS12 	optic sulcus	16199	optic sulcus
306	TS12 	optic sulcus neural ectoderm	16200	optic sulcus neural ectoderm
307	TS12 	cardiovascular system	16104	cardiovascular system
308	TS12 	arterial system	16201	arterial system
311	TS12 	dorsal aorta	16204	dorsal aorta
312	TS12 	left dorsal aorta	16205	left dorsal aorta
313	TS12 	right dorsal aorta	16206	right dorsal aorta
314	TS12 	vitelline artery	16207	vitelline artery
315	TS12 	heart	16105	heart
316	TS12 	cardiogenic plate	16106	cardiogenic plate
317	TS12 	early primitive heart tube	16208	early primitive heart tube
318	TS12 	early primitive heart tube cardiac jelly	16209	early primitive heart tube cardiac jelly
319	TS12 	early primitive heart tube endocardial tube	16210	early primitive heart tube endocardial tube
320	TS12 	early primitive heart tube cardiac muscle	16211	early primitive heart tube cardiac muscle
321	TS12 	heart mesentery	16212	heart mesentery
322	TS12 	dorsal mesocardium	16213	dorsal mesocardium
323	TS12 	transverse pericardial sinus	16214	transverse pericardial sinus
324	TS12 	primitive heart tube	16215	primitive heart tube
325	TS12 	bulbus cordis	16216	bulbus cordis
326	TS12 	bulbus cordis caudal half	16217	bulbus cordis caudal half
327	TS12 	bulbus cordis caudal half cardiac jelly	16218	bulbus cordis caudal half cardiac jelly
328	TS12 	bulbus cordis caudal half endocardial tube	16219	bulbus cordis caudal half endocardial tube
329	TS12 	bulbus cordis caudal half cardiac muscle	16220	bulbus cordis caudal half cardiac muscle
330	TS12 	bulbus cordis rostral half	16221	bulbus cordis rostral half
331	TS12 	bulbus cordis rostral half cardiac jelly	16222	bulbus cordis rostral half cardiac jelly
332	TS12 	bulbus cordis rostral half endocardial tube	16223	bulbus cordis rostral half endocardial tube
333	TS12 	bulbus cordis rostral half cardiac muscle	16224	bulbus cordis rostral half cardiac muscle
334	TS12 	common atrial chamber	16225	common atrial chamber
335	TS12 	common atrial chamber cardiac jelly	16226	common atrial chamber cardiac jelly
336	TS12 	common atrial chamber endocardial tube	16227	common atrial chamber endocardial tube
337	TS12 	common atrial chamber cardiac muscle	16228	common atrial chamber cardiac muscle
338	TS12 	outflow tract	16229	outflow tract
339	TS12 	outflow tract cardiac jelly	16230	outflow tract cardiac jelly
340	TS12 	outflow tract endocardial tube	16231	outflow tract endocardial tube
341	TS12 	outflow tract mesenchyme	16232	outflow tract mesenchyme
342	TS12 	primitive ventricle	16233	primitive ventricle
343	TS12 	primitive ventricle cardiac jelly	16234	primitive ventricle cardiac jelly
344	TS12 	primitive ventricle endocardial tube	16235	primitive ventricle endocardial tube
345	TS12 	primitive ventricle cardiac muscle	16236	primitive ventricle cardiac muscle
346	TS12 	sinus venosus	16237	sinus venosus
347	TS12 	sinus venosus left horn	16238	sinus venosus left horn
348	TS12 	sinus venosus right horn	16239	sinus venosus right horn
349	TS12 	venous system	16240	venous system
350	TS12 	anterior cardinal vein	16241	anterior cardinal vein
351	TS12 	primary head vein	16242	primary head vein
352	TS12 	umbilical vein embryonic part	16243	umbilical vein embryonic part
353	TS12 	vitelline vein embryonic part	16244	vitelline vein embryonic part
354	TS12 	visceral organ	16245	visceral organ
355	TS12 	alimentary system	16246	alimentary system
356	TS12 	gut	16247	gut
357	TS12 	foregut diverticulum	16248	foregut diverticulum
358	TS12 	foregut diverticulum associated mesenchyme	16249	foregut diverticulum associated mesenchyme
359	TS12 	foregut diverticulum endoderm	16250	foregut diverticulum endoderm
360	TS12 	hindgut diverticulum	16251	hindgut diverticulum
361	TS12 	hindgut diverticulum associated mesenchyme	16252	hindgut diverticulum associated mesenchyme
362	TS12 	hindgut diverticulum endoderm	16253	hindgut diverticulum endoderm
363	TS12 	hindgut diverticulum primordial germ cell	16254	hindgut diverticulum primordial germ cell
364	TS12 	midgut	16255	midgut
365	TS12 	midgut associated mesenchyme	16256	midgut associated mesenchyme
366	TS12 	midgut endoderm	16257	midgut endoderm
367	TS12 	mouth-foregut junction	16258	mouth-foregut junction
368	TS12 	buccopharyngeal membrane	16259	buccopharyngeal membrane
369	TS12 	buccopharyngeal membrane ectoderm	16260	buccopharyngeal membrane ectoderm
370	TS12 	buccopharyngeal membrane endoderm	16261	buccopharyngeal membrane endoderm
371	TS12 	oral region	16262	oral region
372	TS12 	stomatodaeum	16263	stomatodaeum
373	TS12 	primitive streak	16072	primitive streak
374	TS12 	extraembryonic component	16042	extraembryonic component
375	TS12 	allantois	16107	allantois
376	TS12 	allantois mesenchyme	16264	allantois mesenchyme
377	TS12 	amnion	16109	amnion
378	TS12 	amnion ectoderm	16110	amnion ectoderm
379	TS12 	amnion mesenchyme	16265	amnion mesenchyme
380	TS12 	extraembryonic component cavities	16054	extraembryonic component cavities
381	TS12 	amniotic cavity	16079	amniotic cavity
382	TS12 	exocoelomic cavity	16081	exocoelomic cavity
383	TS12 	yolk sac cavity	16055	yolk sac cavity
384	TS12 	chorion	16112	chorion
385	TS12 	chorion ectoderm	16113	chorion ectoderm
386	TS12 	chorion mesenchyme	16266	chorion mesenchyme
387	TS12 	extraembryonic endoderm	16052	extraembryonic endoderm
388	TS12 	parietal endoderm	16053	parietal endoderm
389	TS12 	Reichert's membrane	16057	Reichert's membrane
390	TS12 	visceral endoderm	16058	visceral endoderm
391	TS12 	trophectoderm	16046	trophectoderm
392	TS12 	mural trophectoderm	16047	mural trophectoderm
393	TS12 	primary trophoblast giant cells	16066	primary trophoblast giant cells
394	TS12 	polar trophectoderm	16048	polar trophectoderm
395	TS12 	ectoplacental cone	16059	ectoplacental cone
396	TS12 	cytotrophoblast	16067	cytotrophoblast
397	TS12 	syncytiotrophoblast	16068	syncytiotrophoblast
398	TS12 	yolk sac	16085	yolk sac
399	TS12 	yolk sac endoderm	16086	yolk sac endoderm
400	TS12 	yolk sac mesenchyme	16267	yolk sac mesenchyme
401	TS12 	blood island	16268	blood island
402	TS13 	embryo	16039	embryo
403	TS13 	branchial arch	16117	branchial arch
404	TS13 	1st branchial arch	16118	1st branchial arch
405	TS13 	1st branchial groove	16119	1st branchial groove
406	TS13 	1st branchial groove ectoderm	16120	1st branchial groove ectoderm
407	TS13 	1st branchial membrane	16121	1st branchial membrane
408	TS13 	1st branchial membrane ectoderm	16122	1st branchial membrane ectoderm
409	TS13 	1st branchial membrane endoderm	16123	1st branchial membrane endoderm
410	TS13 	1st branchial pouch	16124	1st branchial pouch
411	TS13 	1st branchial pouch endoderm	16125	1st branchial pouch endoderm
412	TS13 	1st branchial arch ectoderm	16126	1st branchial arch ectoderm
413	TS13 	1st branchial arch endoderm	16127	1st branchial arch endoderm
414	TS13 	1st branchial arch mesenchyme	16128	1st branchial arch mesenchyme
416	TS13 	1st branchial arch mesenchyme derived from head mesoderm	16130	1st branchial arch mesenchyme derived from head mesoderm
417	TS13 	1st branchial arch mesenchyme derived from neural crest	16129	1st branchial arch mesenchyme derived from neural crest
418	TS13 	2nd branchial arch	16272	2nd branchial arch
419	TS13 	2nd branchial membrane	16273	2nd branchial membrane
420	TS13 	2nd branchial membrane endoderm	16274	2nd branchial membrane endoderm
421	TS13 	2nd branchial pouch	16275	2nd branchial pouch
422	TS13 	2nd branchial pouch endoderm	16276	2nd branchial pouch endoderm
423	TS13 	2nd branchial arch ectoderm	16277	2nd branchial arch ectoderm
424	TS13 	2nd branchial arch endoderm	16278	2nd branchial arch endoderm
425	TS13 	2nd branchial arch mesenchyme	16279	2nd branchial arch mesenchyme
426	TS13 	2nd branchial arch mesenchyme derived from head mesoderm	16280	2nd branchial arch mesenchyme derived from head mesoderm
427	TS13 	2nd branchial arch mesenchyme derived from neural crest	16281	2nd branchial arch mesenchyme derived from neural crest
428	TS13 	cavities and their linings	16060	cavities and their linings
429	TS13 	intraembryonic coelom	16088	intraembryonic coelom
430	TS13 	intraembryonic coelom pericardial component	16131	intraembryonic coelom pericardial component
431	TS13 	pericardial component cavity	16132	pericardial component cavity
432	TS13 	pericardial component mesothelium	16133	pericardial component mesothelium
433	TS13 	pericardio-peritoneal canal	16282	pericardio-peritoneal canal
434	TS13 	pericardio-peritoneal canal cavity	16283	pericardio-peritoneal canal cavity
435	TS13 	pericardio-peritoneal canal mesothelium	16284	pericardio-peritoneal canal mesothelium
436	TS13 	intraembryonic coelom peritoneal component	16137	intraembryonic coelom peritoneal component
437	TS13 	peritoneal component cavity	16138	peritoneal component cavity
438	TS13 	peritoneal component mesothelium	16139	peritoneal component mesothelium
439	TS13 	ectoderm	16069	ectoderm
440	TS13 	neural ectoderm	16073	neural ectoderm
441	TS13 	future brain	16089	future brain
442	TS13 	future midbrain	16140	future midbrain
443	TS13 	future midbrain floor plate	16141	future midbrain floor plate
444	TS13 	future midbrain neural fold	16142	future midbrain neural fold
445	TS13 	future midbrain neural crest	16143	future midbrain neural crest
446	TS13 	future midbrain roof plate	16285	future midbrain roof plate
447	TS13 	future prosencephalon	16144	future prosencephalon
448	TS13 	future prosencephalon floor plate	16145	future prosencephalon floor plate
449	TS13 	future prosencephalon neural fold	16146	future prosencephalon neural fold
450	TS13 	future prosencephalon neural crest	16147	future prosencephalon neural crest
451	TS13 	future rhombencephalon	16148	future rhombencephalon
452	TS13 	anterior pro-rhombomere	16149	anterior pro-rhombomere
453	TS13 	anterior pro-rhombomere floor plate	16150	anterior pro-rhombomere floor plate
454	TS13 	anterior pro-rhombomere neural fold	16151	anterior pro-rhombomere neural fold
455	TS13 	anterior pro-rhombomere neural crest	16152	anterior pro-rhombomere neural crest
456	TS13 	hindbrain posterior to rhombomere 05	16286	hindbrain posterior to rhombomere 05
457	TS13 	hindbrain posterior to rhombomere 05 floor plate	16287	hindbrain posterior to rhombomere 05 floor plate
458	TS13 	hindbrain posterior to rhombomere 05 neural fold	16288	hindbrain posterior to rhombomere 05 neural fold
459	TS13 	hindbrain posterior to rhombomere 05 neural crest	16289	hindbrain posterior to rhombomere 05 neural crest
460	TS13 	posterior pro-rhombomere	16157	posterior pro-rhombomere
461	TS13 	posterior pro-rhombomere floor plate	16158	posterior pro-rhombomere floor plate
462	TS13 	posterior pro-rhombomere neural fold	16159	posterior pro-rhombomere neural fold
463	TS13 	posterior pro-rhombomere neural crest	16160	posterior pro-rhombomere neural crest
464	TS13 	pre-otic sulcus	16161	pre-otic sulcus
465	TS13 	rhombomere 01	16290	rhombomere 01
466	TS13 	rhombomere 01 floor plate	16291	rhombomere 01 floor plate
467	TS13 	rhombomere 01 neural fold	16292	rhombomere 01 neural fold
468	TS13 	rhombomere 02	16293	rhombomere 02
469	TS13 	rhombomere 02 floor plate	16294	rhombomere 02 floor plate
470	TS13 	rhombomere 02 neural fold	16295	rhombomere 02 neural fold
471	TS13 	rhombomere 02 neural crest	16296	rhombomere 02 neural crest
472	TS13 	rhombomere 03	16297	rhombomere 03
473	TS13 	rhombomere 03 floor plate	16298	rhombomere 03 floor plate
474	TS13 	rhombomere 03 neural fold	16299	rhombomere 03 neural fold
475	TS13 	rhombomere 03 neural crest	16300	rhombomere 03 neural crest
476	TS13 	rhombomere 04	16301	rhombomere 04
