J:Number	R	1* M	1* M	1* M	1* M	1* M	1* M	1* M	1* M	1* M	1* M	1* M	2* M	2* M	2* M	2* M	2* M	2* M	2* M	2* M	2* M	2* M	2* M	2* M	2* M	1* M Allele	1* M Allele	1* M Allele	2* M Allele	2* M Allele	2* M Allele
51790		Stip1														
51791		Api5	Aldr1	Galnt1	Cct7											
51792		Tiaf1														
51793		Cx3cr1														
51794		Ugcg														
51795		Artn														
51796		Bcl2l10														
51798		Didff											Dffa	Cidea	Cideb	Fsp27
51799		Bnip3	Bnip3l													
51799		Bnip3l														
51800		Ptprr	Ptpn5	Prkm3	Prkm1											
51801		Mona														
51802		Arhgap5														
51803		Recql														
51804		Bcl7b	Bcl7c																							
51805		Idb4																								
51806		Ubce7																								
51807		Gab2																								
51808		Gus-s																								gus-s<mps>
51809		Fsrg1																								
51810		Pkcc	Hegfl	Mltng 																						
51811	R	Ubb1	Ube1x	Ube1y1																						
51812		Slugh																								
51814		Bgp1											Ptpns1	Ptpn11												
51815		Tnfrsf1a											Tnfrsf1b	Icam1	Vcam1	C3										
51819	R	Cebpa	Cebpb	Cebpd									Cebpe	Cebpg												
51823		Pgr																								
51824		Itpr1																								
51825		Itpr1																								
51826		Gk																								
51830		Prn-p																
51832		Inpp5d	Mgf															
51833		Il4	Il13	Stat6	Ifng													
51834		Brca1											Trp53					
51837		Ngfa	Ngfr															
51838		Adcy2	Adcy4															
51839		Prkg1b	Prkg2															
51840		Sprr1a	Sprr1b															
51843		jmj																
51844		Cdh5																
51845		Gria2																
51849		Nme1											Nme2					
51854		Csfm																
51855		Cav	Cav2	Cav3														
51856		Cdh1											Catna1	Catna2	Catnb	Catns	Dsg1	Dsg3
51860		Plcb3																
51861		Odc																																
51871		Cel											Wap	Stat5a	Stat5b																			
51872		Art1											Art2a	Art2b																				
51873	R	P2ry1	P2ry2	P2rx1	P2rx3																													
51878		Pax8																																
51879		Creb	Crem	Pkaca																														
51880		a																								A<y>								
51881	R	Trp53	Rb1	Hras1									E2f1	Mom1	Apc	Cdkn2a																		
51882	R	Tgfb1											Trp53	Cdkn2a	Hras1	Madh2	Madh3	Madh4																
51883	R	Trp53											Mdm2	Cdkn2a																				
51885		C2ta											H2-Ab1	Cd4																				
51886		Il4	Il13																															
51887		Abl	Abll										Mtap2																					
51888		Tbr1	Dlx1	Dlx2									Idb2	Reln	Calb2	Olfr17																		
51889		Efna2	Efna3	Epha5									Epha3	Epha4																				
51891		Prn-p																																
51892		Rarb	Rxrg																															
51893		Sdcbp																																
51895		Slc2a4	Slc2a1																															
51896		Mt1											Il6	Tnf																				
51897		Pkcq											Pkca	Pkcc	Pkce	Pkcm	Pkcz																	
51898		Anxa5																																
51899	R	Gjb2	Gjb1	Gja1																														
51903		Dsp											Krt2-8	Dsg2	Dsc2	Jup																		
51904		Cdkn2a																																
51905		Vasp																																
51906		Slc7A7																																
51907		Casp1	Casp3																															
51908		Gstt1											Gstt2																					
51909		Junc											Ccnd1	Tnfsrf1a	Prkm9																			
51910		Kcnj6																																
51911		Nos1											Crh	Pomc																				
51912		Gli																																
51914		Ppara	Ppard	Pparg																														
51915	R	Junc	Junb	Jund1	Fos	Fosb	Fosl1	Fosl2	Egr2																									
51915	R	Egr1	Hmr	Egr4	Egr3	Creb1	Crem	Atf1	Atf2																									
51915	R	Srf	Crebbp																															
51917		Clcnk1	Clcnk2																															
51918		Slc22a5																																
51919		Calmbp1																																
51921		Msh5																																
51922		Mllt10																																
51923		Hoxc8																																
51924		Ets1											Mmp1	Mmp3	Mmp9	Itgav	Itgb3	Itgb5																
51925		E2f1																																
51926		Tsx	olt																															
51927		Gdf9																																
51928		Dll1	Notch1	Notch2	Notch3								Tgfb1	Bmp4																				
51929		Kcnj6														
51930		Gata3														
51931		Camk2a	Camk2b	Camk2g												
51933		Ppp1ca	Ppp1cc	Ppp2ca												
51934		Lcp2											Plcg2			
51935		Ins2														
51935		Mody	Ins2													
51936		Agt											Tgfb1			
51937		Agtr2														
51938		Plg														
51939		Myhca														
51940		Itpr1	Itpr2	Itpr3												
51941		Pthlh											Tgfb1			
51942		Fut1														
51943		Igf2r														
51947	R	Ins1	Ins2	Ins3	Rab3a	Syt1	Syt2	Napa	Napb				Syt3	Syt4	Syt5	Napc
51948		Art2a	Art2b													
51950		Psen1														
51952		F9														
51953		Nf1											Gfap			
51954		Agt	Agtr2													
51955		Il2	Il4	Il10	Ifng								Il12a	Tgfb1	Tnf	Il1b
51959		Il1b														
51960		Timeless														
51961		Scin	Gsn													
51963	R	Clcnk1	Clcnk2													
51964		Tfam														
51965		Pecam														
51966		Fgf10											Fgf8			
51967		Hoxa10														
51968		Col2a1														
51971		Stk16														
51977		Cst7													
51979		Rarg	Rara										Lamb1-1	Lamb1-2	Col4a1
51980		Adprp	Trp53												
51983		Rela	Nfkb1	Relb	Rel	Nfkbia	Nfkbib								
51984		D2Mit260	D2Mit159												
51985		Semal													
51986		Nkx2-5													
51988		Krml	Hoxa3	Hoxb3											
51993		Hpca													
51994		Lhx9													
51999		Vamp8													
52002		Cldn3	Cldn4												
52003		Car11													
52003		Car11													
52006		Tbl1													
52007		Fkbp1b													
52008		Defb2															
52010	R	Wnt1	Wnt2	Wnt3	Wnt4	Wnt5a	Wnt6	Wnt7a									
52011		Brca1	Trp53														
52013		Tdg															
52015		Il10											Il5	Il12a	Il12b	Tnf	Ifng
52019		Il2rg											Bcl2				
52021		Nfkbib											Tnf				
52024		Rln															
52025		Lep	Ucp														
52026		Prlr															
52027		Dio3															
52028		Mx1															
52029		Gata6															
52040		Ntrk3											Ntf3				
52041		Grik2											Grik1	Grik3			
52045		Meig1															
52050		pcd																																
52051		Htr2c																																
52052	R	Ebaf	Leftb	Pitx2																														
52056		Bmi1	Cdkn2a																															
52058		Fech																																
52059		Nme1																																
52060		Tnf	Lep	Lepr																														
52061		Igh																																
52062		Stat3	Il6ra	Il6st	Myc																													
52063		Ret																																
52069		Mvwf	Ggm3																															
52070		Per	Per2	Per3	Timeless	Clock	Arntl																											
52073		Itgp	Ptpns1																															
52074		Tnfrsf5																																
52075		Mtapt																																
52077		Paf																																
52080		Faah	cla																															
52081		ky																																
52082		Krtap12-2-pending 																																
52083		Qscn6																																
52084		Hells																																
52093		Ndph																																
52094		Cftr	Muc5ac																							Cftr<tm1Unc>								
52096		Tnfrsf1a																																
52101		Edr																																
52102		Spink3																																
52104		Mitf																																
52105		Rora																																
52106		Fgf2																																
52108		Prlr	Stat5a	Stat5b																														
52109		Trap1a																																
52112		Pdeb																								Pdeb<rd1>								
52115		Pld1	Pld2																							
52117		Hmgcl																								
52118		Stk16																								
52120		Sparc																								
52123		Fsc1	Prkar1a																							
52124		Ank2	L1cam																							
52125		Tbxa2r																								
52127		Bcl2a1a																								
52128		Itgb2																								
52131		Fas																								Fas<lpr>
52133		Flt1	Kdr																							
52135		C5r1																								
52136		Spi1-6																								
52137		Notch1	Rbpsuh																							
52141		Pim1																								
52142	R	Gja1	Gja3	Gja4	Gja5	Gja7	Gja8	Gjb1	Gjb2																	
52143		Ace																								
52144	R	Ace																								
52144		Ap3b2																								
52150		Rad17																								
52151		Egfr	Cdk4	Cdkn2a																						
52151		Kit	Mgf																							
52156	R	App																								
